id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-1237,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Evidence Assumption Sample Provenance,Procedure,TRUTH_BOUNDARIES.md,Require sample/simulated/generated content and unresolved evidence to carry truthful point-of-use provenance instead of relying on distant disclaimers.,controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.evidence-assumption-sample-provenance,control.bq-1237
BQ-1238,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Evidence Assumption Sample Provenance,Evidence Gate,TRUTH_BOUNDARIES.md,Require sample/simulated/generated content and unresolved evidence to carry truthful point-of-use provenance instead of relying on distant disclaimers.,controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.evidence-assumption-sample-provenance,control.bq-1238
BQ-1239,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Evidence Assumption Sample Provenance,Recovery,TRUTH_BOUNDARIES.md,Require sample/simulated/generated content and unresolved evidence to carry truthful point-of-use provenance instead of relying on distant disclaimers.,controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.evidence-assumption-sample-provenance,control.bq-1239
BQ-1240,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Evidence Assumption Sample Provenance,Regression,TRUTH_BOUNDARIES.md,Require sample/simulated/generated content and unresolved evidence to carry truthful point-of-use provenance instead of relying on distant disclaimers.,controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.evidence-assumption-sample-provenance,control.bq-1240
BQ-1241,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Document & Operations Responsive Detail,Contract,RESPONSIVE_DETAIL_CLOSURE.md,"Require task-level 320/390/768/desktop evidence for dense document and operations structures, long-content stress, and sticky/overlay collisions.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.document-operations-responsive-detail,control.bq-1241
BQ-1242,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Document & Operations Responsive Detail,Procedure,RESPONSIVE_DETAIL_CLOSURE.md,"Require task-level 320/390/768/desktop evidence for dense document and operations structures, long-content stress, and sticky/overlay collisions.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.document-operations-responsive-detail,control.bq-1242
BQ-1243,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Document & Operations Responsive Detail,Evidence Gate,RESPONSIVE_DETAIL_CLOSURE.md,"Require task-level 320/390/768/desktop evidence for dense document and operations structures, long-content stress, and sticky/overlay collisions.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.document-operations-responsive-detail,control.bq-1243
BQ-1244,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Document & Operations Responsive Detail,Recovery,RESPONSIVE_DETAIL_CLOSURE.md,"Require task-level 320/390/768/desktop evidence for dense document and operations structures, long-content stress, and sticky/overlay collisions.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.document-operations-responsive-detail,control.bq-1244
BQ-1245,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Document & Operations Responsive Detail,Regression,RESPONSIVE_DETAIL_CLOSURE.md,"Require task-level 320/390/768/desktop evidence for dense document and operations structures, long-content stress, and sticky/overlay collisions.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.document-operations-responsive-detail,control.bq-1245
BQ-1246,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Quality Floor Measurement Calibration,Contract,QUALITY_MEASUREMENT.md,"Require frozen longitudinal scoring and floor-capable acceptance evidence to remain separate, with scorer ceilings detected before interpreting floor failures.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.quality-floor-measurement-calibration,control.bq-1246
BQ-1247,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Quality Floor Measurement Calibration,Procedure,QUALITY_MEASUREMENT.md,"Require frozen longitudinal scoring and floor-capable acceptance evidence to remain separate, with scorer ceilings detected before interpreting floor failures.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.quality-floor-measurement-calibration,control.bq-1247
BQ-1248,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Quality Floor Measurement Calibration,Evidence Gate,QUALITY_MEASUREMENT.md,"Require frozen longitudinal scoring and floor-capable acceptance evidence to remain separate, with scorer ceilings detected before interpreting floor failures.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.quality-floor-measurement-calibration,control.bq-1248
BQ-1249,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Quality Floor Measurement Calibration,Recovery,QUALITY_MEASUREMENT.md,"Require frozen longitudinal scoring and floor-capable acceptance evidence to remain separate, with scorer ceilings detected before interpreting floor failures.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.quality-floor-measurement-calibration,control.bq-1249
BQ-1250,P0,"30. Usability, Visual Finish, Truth & Quality Closure",Quality Floor Measurement Calibration,Regression,QUALITY_MEASUREMENT.md,"Require frozen longitudinal scoring and floor-capable acceptance evidence to remain separate, with scorer ceilings detected before interpreting floor failures.",controls/30-usability-visual-finish-truth-and-quality-closure.md,controls.capability.quality-floor-measurement-calibration,control.bq-1250
