id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-1017,P1,26. Feature & Component Craft,Card Surface Specificity,Procedure,CRAFT.md / CREATIVE.md,Reject universal card grammar and major regions dominated by interchangeable rounded rectangles; require card anatomy and surface/elevation choices to reflect information and task.,controls/26-feature-component-craft.md,controls.capability.card-surface-specificity,control.bq-1017
BQ-1018,P1,26. Feature & Component Craft,Card Surface Specificity,Evidence Gate,CRAFT.md / CREATIVE.md,Reject universal card grammar and major regions dominated by interchangeable rounded rectangles; require card anatomy and surface/elevation choices to reflect information and task.,controls/26-feature-component-craft.md,controls.capability.card-surface-specificity,control.bq-1018
BQ-1019,P1,26. Feature & Component Craft,Card Surface Specificity,Recovery,CRAFT.md / CREATIVE.md,Reject universal card grammar and major regions dominated by interchangeable rounded rectangles; require card anatomy and surface/elevation choices to reflect information and task.,controls/26-feature-component-craft.md,controls.capability.card-surface-specificity,control.bq-1019
BQ-1020,P1,26. Feature & Component Craft,Card Surface Specificity,Regression,CRAFT.md / CREATIVE.md,Reject universal card grammar and major regions dominated by interchangeable rounded rectangles; require card anatomy and surface/elevation choices to reflect information and task.,controls/26-feature-component-craft.md,controls.capability.card-surface-specificity,control.bq-1020
BQ-1021,P0,26. Feature & Component Craft,Interaction Affordance Microdetail,Contract,CRAFT.md / DESIGN.md / QA_GATES.md,"Require clear pre-activation affordances, coherent state feedback, and meaningful micro-detail that improves hierarchy, recognition, scanning, or task completion.",controls/26-feature-component-craft.md,controls.capability.interaction-affordance-microdetail,control.bq-1021
BQ-1022,P0,26. Feature & Component Craft,Interaction Affordance Microdetail,Procedure,CRAFT.md / DESIGN.md / QA_GATES.md,"Require clear pre-activation affordances, coherent state feedback, and meaningful micro-detail that improves hierarchy, recognition, scanning, or task completion.",controls/26-feature-component-craft.md,controls.capability.interaction-affordance-microdetail,control.bq-1022
BQ-1023,P0,26. Feature & Component Craft,Interaction Affordance Microdetail,Evidence Gate,CRAFT.md / DESIGN.md / QA_GATES.md,"Require clear pre-activation affordances, coherent state feedback, and meaningful micro-detail that improves hierarchy, recognition, scanning, or task completion.",controls/26-feature-component-craft.md,controls.capability.interaction-affordance-microdetail,control.bq-1023
BQ-1024,P0,26. Feature & Component Craft,Interaction Affordance Microdetail,Recovery,CRAFT.md / DESIGN.md / QA_GATES.md,"Require clear pre-activation affordances, coherent state feedback, and meaningful micro-detail that improves hierarchy, recognition, scanning, or task completion.",controls/26-feature-component-craft.md,controls.capability.interaction-affordance-microdetail,control.bq-1024
BQ-1025,P0,26. Feature & Component Craft,Interaction Affordance Microdetail,Regression,CRAFT.md / DESIGN.md / QA_GATES.md,"Require clear pre-activation affordances, coherent state feedback, and meaningful micro-detail that improves hierarchy, recognition, scanning, or task completion.",controls/26-feature-component-craft.md,controls.capability.interaction-affordance-microdetail,control.bq-1025
BQ-1026,P0,26. Feature & Component Craft,Feature Depth Resolution,Contract,CRAFT.md / FEATURES.md / STRUCTURE.md,"Define high-value features by purpose, user job, priority, information, actions, interaction model, data/truth semantics, dependencies, decision support when applicable, and observable acceptance criteria rather than feature names alone.",controls/26-feature-component-craft.md,controls.capability.feature-depth-resolution,control.bq-1026
BQ-1027,P0,26. Feature & Component Craft,Feature Depth Resolution,Procedure,CRAFT.md / FEATURES.md / STRUCTURE.md,"Define high-value features by purpose, user job, priority, information, actions, interaction model, data/truth semantics, dependencies, decision support when applicable, and observable acceptance criteria rather than feature names alone.",controls/26-feature-component-craft.md,controls.capability.feature-depth-resolution,control.bq-1027
BQ-1028,P0,26. Feature & Component Craft,Feature Depth Resolution,Evidence Gate,CRAFT.md / FEATURES.md / STRUCTURE.md,"Define high-value features by purpose, user job, priority, information, actions, interaction model, data/truth semantics, dependencies, decision support when applicable, and observable acceptance criteria rather than feature names alone.",controls/26-feature-component-craft.md,controls.capability.feature-depth-resolution,control.bq-1028
BQ-1029,P0,26. Feature & Component Craft,Feature Depth Resolution,Recovery,CRAFT.md / FEATURES.md / STRUCTURE.md,"Define high-value features by purpose, user job, priority, information, actions, interaction model, data/truth semantics, dependencies, decision support when applicable, and observable acceptance criteria rather than feature names alone.",controls/26-feature-component-craft.md,controls.capability.feature-depth-resolution,control.bq-1029
BQ-1030,P0,26. Feature & Component Craft,Feature Depth Resolution,Regression,CRAFT.md / FEATURES.md / STRUCTURE.md,"Define high-value features by purpose, user job, priority, information, actions, interaction model, data/truth semantics, dependencies, decision support when applicable, and observable acceptance criteria rather than feature names alone.",controls/26-feature-component-craft.md,controls.capability.feature-depth-resolution,control.bq-1030
BQ-1031,P0,26. Feature & Component Craft,Feature State Completeness,Contract,CRAFT.md / FEATURES.md / QA_GATES.md,"Resolve applicable default, loading, empty, filtered-empty/no-result, partial, error, success, disabled/unavailable, permission, offline, validation, and destructive states for important workflows.",controls/26-feature-component-craft.md,controls.capability.feature-state-completeness,control.bq-1031
BQ-1032,P0,26. Feature & Component Craft,Feature State Completeness,Procedure,CRAFT.md / FEATURES.md / QA_GATES.md,"Resolve applicable default, loading, empty, filtered-empty/no-result, partial, error, success, disabled/unavailable, permission, offline, validation, and destructive states for important workflows.",controls/26-feature-component-craft.md,controls.capability.feature-state-completeness,control.bq-1032
BQ-1033,P0,26. Feature & Component Craft,Feature State Completeness,Evidence Gate,CRAFT.md / FEATURES.md / QA_GATES.md,"Resolve applicable default, loading, empty, filtered-empty/no-result, partial, error, success, disabled/unavailable, permission, offline, validation, and destructive states for important workflows.",controls/26-feature-component-craft.md,controls.capability.feature-state-completeness,control.bq-1033
BQ-1034,P0,26. Feature & Component Craft,Feature State Completeness,Recovery,CRAFT.md / FEATURES.md / QA_GATES.md,"Resolve applicable default, loading, empty, filtered-empty/no-result, partial, error, success, disabled/unavailable, permission, offline, validation, and destructive states for important workflows.",controls/26-feature-component-craft.md,controls.capability.feature-state-completeness,control.bq-1034
BQ-1035,P0,26. Feature & Component Craft,Feature State Completeness,Regression,CRAFT.md / FEATURES.md / QA_GATES.md,"Resolve applicable default, loading, empty, filtered-empty/no-result, partial, error, success, disabled/unavailable, permission, offline, validation, and destructive states for important workflows.",controls/26-feature-component-craft.md,controls.capability.feature-state-completeness,control.bq-1035
BQ-1036,P1,26. Feature & Component Craft,Feature To Component Mapping,Contract,CRAFT.md / FEATURES.md / DESIGN.md,Map substantial features to the UI primitives needed to express their real workflow and prevent convenience-driven collapse into one generic component type.,controls/26-feature-component-craft.md,controls.capability.feature-to-component-mapping,control.bq-1036
BQ-1037,P1,26. Feature & Component Craft,Feature To Component Mapping,Procedure,CRAFT.md / FEATURES.md / DESIGN.md,Map substantial features to the UI primitives needed to express their real workflow and prevent convenience-driven collapse into one generic component type.,controls/26-feature-component-craft.md,controls.capability.feature-to-component-mapping,control.bq-1037
BQ-1038,P1,26. Feature & Component Craft,Feature To Component Mapping,Evidence Gate,CRAFT.md / FEATURES.md / DESIGN.md,Map substantial features to the UI primitives needed to express their real workflow and prevent convenience-driven collapse into one generic component type.,controls/26-feature-component-craft.md,controls.capability.feature-to-component-mapping,control.bq-1038
BQ-1039,P1,26. Feature & Component Craft,Feature To Component Mapping,Recovery,CRAFT.md / FEATURES.md / DESIGN.md,Map substantial features to the UI primitives needed to express their real workflow and prevent convenience-driven collapse into one generic component type.,controls/26-feature-component-craft.md,controls.capability.feature-to-component-mapping,control.bq-1039
BQ-1040,P1,26. Feature & Component Craft,Feature To Component Mapping,Regression,CRAFT.md / FEATURES.md / DESIGN.md,Map substantial features to the UI primitives needed to express their real workflow and prevent convenience-driven collapse into one generic component type.,controls/26-feature-component-craft.md,controls.capability.feature-to-component-mapping,control.bq-1040
BQ-1041,P0,26. Feature & Component Craft,Responsive Feature Recomposition,Contract,CRAFT.md / DESIGN.md / FEATURES.md,"Require substantial features to adapt priority, information density, controls, data presentation, and interaction patterns across device classes instead of merely stacking desktop UI.",controls/26-feature-component-craft.md,controls.capability.responsive-feature-recomposition,control.bq-1041
BQ-1042,P0,26. Feature & Component Craft,Responsive Feature Recomposition,Procedure,CRAFT.md / DESIGN.md / FEATURES.md,"Require substantial features to adapt priority, information density, controls, data presentation, and interaction patterns across device classes instead of merely stacking desktop UI.",controls/26-feature-component-craft.md,controls.capability.responsive-feature-recomposition,control.bq-1042
BQ-1043,P0,26. Feature & Component Craft,Responsive Feature Recomposition,Evidence Gate,CRAFT.md / DESIGN.md / FEATURES.md,"Require substantial features to adapt priority, information density, controls, data presentation, and interaction patterns across device classes instead of merely stacking desktop UI.",controls/26-feature-component-craft.md,controls.capability.responsive-feature-recomposition,control.bq-1043
BQ-1044,P0,26. Feature & Component Craft,Responsive Feature Recomposition,Recovery,CRAFT.md / DESIGN.md / FEATURES.md,"Require substantial features to adapt priority, information density, controls, data presentation, and interaction patterns across device classes instead of merely stacking desktop UI.",controls/26-feature-component-craft.md,controls.capability.responsive-feature-recomposition,control.bq-1044
BQ-1045,P0,26. Feature & Component Craft,Responsive Feature Recomposition,Regression,CRAFT.md / DESIGN.md / FEATURES.md,"Require substantial features to adapt priority, information density, controls, data presentation, and interaction patterns across device classes instead of merely stacking desktop UI.",controls/26-feature-component-craft.md,controls.capability.responsive-feature-recomposition,control.bq-1045
BQ-1046,P0,26. Feature & Component Craft,Final Craft Evidence,Contract,CRAFT.md / QA_GATES.md / CREATIVE.md,"Before production completion, verify feature depth and component craft from observable implementation/runtime/rendered evidence and recover from shallow, generic, or under-detailed results.",controls/26-feature-component-craft.md,controls.capability.final-craft-evidence,control.bq-1046
BQ-1047,P0,26. Feature & Component Craft,Final Craft Evidence,Procedure,CRAFT.md / QA_GATES.md / CREATIVE.md,"Before production completion, verify feature depth and component craft from observable implementation/runtime/rendered evidence and recover from shallow, generic, or under-detailed results.",controls/26-feature-component-craft.md,controls.capability.final-craft-evidence,control.bq-1047
BQ-1048,P0,26. Feature & Component Craft,Final Craft Evidence,Evidence Gate,CRAFT.md / QA_GATES.md / CREATIVE.md,"Before production completion, verify feature depth and component craft from observable implementation/runtime/rendered evidence and recover from shallow, generic, or under-detailed results.",controls/26-feature-component-craft.md,controls.capability.final-craft-evidence,control.bq-1048
BQ-1049,P0,26. Feature & Component Craft,Final Craft Evidence,Recovery,CRAFT.md / QA_GATES.md / CREATIVE.md,"Before production completion, verify feature depth and component craft from observable implementation/runtime/rendered evidence and recover from shallow, generic, or under-detailed results.",controls/26-feature-component-craft.md,controls.capability.final-craft-evidence,control.bq-1049
BQ-1050,P0,26. Feature & Component Craft,Final Craft Evidence,Regression,CRAFT.md / QA_GATES.md / CREATIVE.md,"Before production completion, verify feature depth and component craft from observable implementation/runtime/rendered evidence and recover from shallow, generic, or under-detailed results.",controls/26-feature-component-craft.md,controls.capability.final-craft-evidence,control.bq-1050
