id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-1273,P0,"31. Operational Procedure Compilation, Authority & Measurement",Decision Rights & Approval Boundaries,Evidence Gate,DECISION_RIGHTS.md,"Make MUST, MAY, MUST NOT, approval-required, stop-and-escalate, consult, and inform boundaries explicit without inventing authority limits.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.decision-rights-approval-boundaries,control.bq-1273
BQ-1274,P0,"31. Operational Procedure Compilation, Authority & Measurement",Decision Rights & Approval Boundaries,Recovery,DECISION_RIGHTS.md,"Make MUST, MAY, MUST NOT, approval-required, stop-and-escalate, consult, and inform boundaries explicit without inventing authority limits.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.decision-rights-approval-boundaries,control.bq-1274
BQ-1275,P0,"31. Operational Procedure Compilation, Authority & Measurement",Decision Rights & Approval Boundaries,Regression,DECISION_RIGHTS.md,"Make MUST, MAY, MUST NOT, approval-required, stop-and-escalate, consult, and inform boundaries explicit without inventing authority limits.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.decision-rights-approval-boundaries,control.bq-1275
BQ-1276,P0,"31. Operational Procedure Compilation, Authority & Measurement",Decision Checkpoint & Stop Sequencing,Contract,OPERATIONAL_PROCEDURE_COMPILER.md / DECISION_RIGHTS.md,"Expose consequential decision criteria, quality/risk checkpoints, stop conditions, restart requirements, and the owner of each branch instead of hiding them in vague prose.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.decision-checkpoint-stop-sequencing,control.bq-1276
BQ-1277,P0,"31. Operational Procedure Compilation, Authority & Measurement",Decision Checkpoint & Stop Sequencing,Procedure,OPERATIONAL_PROCEDURE_COMPILER.md / DECISION_RIGHTS.md,"Expose consequential decision criteria, quality/risk checkpoints, stop conditions, restart requirements, and the owner of each branch instead of hiding them in vague prose.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.decision-checkpoint-stop-sequencing,control.bq-1277
BQ-1278,P0,"31. Operational Procedure Compilation, Authority & Measurement",Decision Checkpoint & Stop Sequencing,Evidence Gate,OPERATIONAL_PROCEDURE_COMPILER.md / DECISION_RIGHTS.md,"Expose consequential decision criteria, quality/risk checkpoints, stop conditions, restart requirements, and the owner of each branch instead of hiding them in vague prose.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.decision-checkpoint-stop-sequencing,control.bq-1278
BQ-1279,P0,"31. Operational Procedure Compilation, Authority & Measurement",Decision Checkpoint & Stop Sequencing,Recovery,OPERATIONAL_PROCEDURE_COMPILER.md / DECISION_RIGHTS.md,"Expose consequential decision criteria, quality/risk checkpoints, stop conditions, restart requirements, and the owner of each branch instead of hiding them in vague prose.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.decision-checkpoint-stop-sequencing,control.bq-1279
BQ-1280,P0,"31. Operational Procedure Compilation, Authority & Measurement",Decision Checkpoint & Stop Sequencing,Regression,OPERATIONAL_PROCEDURE_COMPILER.md / DECISION_RIGHTS.md,"Expose consequential decision criteria, quality/risk checkpoints, stop conditions, restart requirements, and the owner of each branch instead of hiding them in vague prose.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.decision-checkpoint-stop-sequencing,control.bq-1280
BQ-1281,P0,"31. Operational Procedure Compilation, Authority & Measurement",Exception Recovery & Continuity,Contract,OPERATIONAL_PROCEDURE_COMPILER.md / OPERATIONAL_EVIDENCE.md,"Define exception detection, containment, escalation, recovery/rollback, deferred follow-up, and continuity paths for material failure states.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.exception-recovery-continuity,control.bq-1281
BQ-1282,P0,"31. Operational Procedure Compilation, Authority & Measurement",Exception Recovery & Continuity,Procedure,OPERATIONAL_PROCEDURE_COMPILER.md / OPERATIONAL_EVIDENCE.md,"Define exception detection, containment, escalation, recovery/rollback, deferred follow-up, and continuity paths for material failure states.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.exception-recovery-continuity,control.bq-1282
BQ-1283,P0,"31. Operational Procedure Compilation, Authority & Measurement",Exception Recovery & Continuity,Evidence Gate,OPERATIONAL_PROCEDURE_COMPILER.md / OPERATIONAL_EVIDENCE.md,"Define exception detection, containment, escalation, recovery/rollback, deferred follow-up, and continuity paths for material failure states.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.exception-recovery-continuity,control.bq-1283
BQ-1284,P0,"31. Operational Procedure Compilation, Authority & Measurement",Exception Recovery & Continuity,Recovery,OPERATIONAL_PROCEDURE_COMPILER.md / OPERATIONAL_EVIDENCE.md,"Define exception detection, containment, escalation, recovery/rollback, deferred follow-up, and continuity paths for material failure states.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.exception-recovery-continuity,control.bq-1284
BQ-1285,P0,"31. Operational Procedure Compilation, Authority & Measurement",Exception Recovery & Continuity,Regression,OPERATIONAL_PROCEDURE_COMPILER.md / OPERATIONAL_EVIDENCE.md,"Define exception detection, containment, escalation, recovery/rollback, deferred follow-up, and continuity paths for material failure states.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.exception-recovery-continuity,control.bq-1285
BQ-1286,P0,"31. Operational Procedure Compilation, Authority & Measurement",Operational Evidence & Definition of Done,Contract,OPERATIONAL_EVIDENCE.md,"Map material steps and decisions to proportionate evidence, records, handoff acceptance, and observable definition-of-done criteria.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.operational-evidence-definition-of-done,control.bq-1286
BQ-1287,P0,"31. Operational Procedure Compilation, Authority & Measurement",Operational Evidence & Definition of Done,Procedure,OPERATIONAL_EVIDENCE.md,"Map material steps and decisions to proportionate evidence, records, handoff acceptance, and observable definition-of-done criteria.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.operational-evidence-definition-of-done,control.bq-1287
BQ-1288,P0,"31. Operational Procedure Compilation, Authority & Measurement",Operational Evidence & Definition of Done,Evidence Gate,OPERATIONAL_EVIDENCE.md,"Map material steps and decisions to proportionate evidence, records, handoff acceptance, and observable definition-of-done criteria.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.operational-evidence-definition-of-done,control.bq-1288
BQ-1289,P0,"31. Operational Procedure Compilation, Authority & Measurement",Operational Evidence & Definition of Done,Recovery,OPERATIONAL_EVIDENCE.md,"Map material steps and decisions to proportionate evidence, records, handoff acceptance, and observable definition-of-done criteria.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.operational-evidence-definition-of-done,control.bq-1289
BQ-1290,P0,"31. Operational Procedure Compilation, Authority & Measurement",Operational Evidence & Definition of Done,Regression,OPERATIONAL_EVIDENCE.md,"Map material steps and decisions to proportionate evidence, records, handoff acceptance, and observable definition-of-done criteria.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.operational-evidence-definition-of-done,control.bq-1290
BQ-1291,P1,"31. Operational Procedure Compilation, Authority & Measurement",KPI Definition & Metric Governance,Contract,KPI_GOVERNANCE.md,"Define reproducible KPI formulas, scope, sources, ownership, cadence, target provenance, balancing measures, and response rules without inventing targets or thresholds.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.kpi-definition-metric-governance,control.bq-1291
BQ-1292,P1,"31. Operational Procedure Compilation, Authority & Measurement",KPI Definition & Metric Governance,Procedure,KPI_GOVERNANCE.md,"Define reproducible KPI formulas, scope, sources, ownership, cadence, target provenance, balancing measures, and response rules without inventing targets or thresholds.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.kpi-definition-metric-governance,control.bq-1292
BQ-1293,P1,"31. Operational Procedure Compilation, Authority & Measurement",KPI Definition & Metric Governance,Evidence Gate,KPI_GOVERNANCE.md,"Define reproducible KPI formulas, scope, sources, ownership, cadence, target provenance, balancing measures, and response rules without inventing targets or thresholds.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.kpi-definition-metric-governance,control.bq-1293
BQ-1294,P1,"31. Operational Procedure Compilation, Authority & Measurement",KPI Definition & Metric Governance,Recovery,KPI_GOVERNANCE.md,"Define reproducible KPI formulas, scope, sources, ownership, cadence, target provenance, balancing measures, and response rules without inventing targets or thresholds.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.kpi-definition-metric-governance,control.bq-1294
BQ-1295,P1,"31. Operational Procedure Compilation, Authority & Measurement",KPI Definition & Metric Governance,Regression,KPI_GOVERNANCE.md,"Define reproducible KPI formulas, scope, sources, ownership, cadence, target provenance, balancing measures, and response rules without inventing targets or thresholds.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.kpi-definition-metric-governance,control.bq-1295
BQ-1296,P0,"31. Operational Procedure Compilation, Authority & Measurement","Procedure Validation, Change & Reauthorization",Contract,PROCEDURE_AUTHORITY.md / OPERATIONAL_PROCEDURE_COMPILER.md,"Require validation, approval state, effective scope, change triggers, source-currentness review, supersession, and reauthorization for material procedure changes.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.procedure-validation-change-reauthorization,control.bq-1296
BQ-1297,P0,"31. Operational Procedure Compilation, Authority & Measurement","Procedure Validation, Change & Reauthorization",Procedure,PROCEDURE_AUTHORITY.md / OPERATIONAL_PROCEDURE_COMPILER.md,"Require validation, approval state, effective scope, change triggers, source-currentness review, supersession, and reauthorization for material procedure changes.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.procedure-validation-change-reauthorization,control.bq-1297
BQ-1298,P0,"31. Operational Procedure Compilation, Authority & Measurement","Procedure Validation, Change & Reauthorization",Evidence Gate,PROCEDURE_AUTHORITY.md / OPERATIONAL_PROCEDURE_COMPILER.md,"Require validation, approval state, effective scope, change triggers, source-currentness review, supersession, and reauthorization for material procedure changes.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.procedure-validation-change-reauthorization,control.bq-1298
BQ-1299,P0,"31. Operational Procedure Compilation, Authority & Measurement","Procedure Validation, Change & Reauthorization",Recovery,PROCEDURE_AUTHORITY.md / OPERATIONAL_PROCEDURE_COMPILER.md,"Require validation, approval state, effective scope, change triggers, source-currentness review, supersession, and reauthorization for material procedure changes.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.procedure-validation-change-reauthorization,control.bq-1299
BQ-1300,P0,"31. Operational Procedure Compilation, Authority & Measurement","Procedure Validation, Change & Reauthorization",Regression,PROCEDURE_AUTHORITY.md / OPERATIONAL_PROCEDURE_COMPILER.md,"Require validation, approval state, effective scope, change triggers, source-currentness review, supersession, and reauthorization for material procedure changes.",controls/31-operational-procedure-compilation-authority-and-measurement.md,controls.capability.procedure-validation-change-reauthorization,control.bq-1300
