id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-1111,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Feature Depth Critic,Contract,CRITICS.md / FEATURE_COMPILER.md,"Attempt to find shallow feature definitions, missing information/actions/states, dead ends, unclear recovery, weak user-job support, and implementation drift from compiled feature acceptance criteria.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.feature-depth-critic,control.bq-1111
BQ-1112,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Feature Depth Critic,Procedure,CRITICS.md / FEATURE_COMPILER.md,"Attempt to find shallow feature definitions, missing information/actions/states, dead ends, unclear recovery, weak user-job support, and implementation drift from compiled feature acceptance criteria.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.feature-depth-critic,control.bq-1112
BQ-1113,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Feature Depth Critic,Evidence Gate,CRITICS.md / FEATURE_COMPILER.md,"Attempt to find shallow feature definitions, missing information/actions/states, dead ends, unclear recovery, weak user-job support, and implementation drift from compiled feature acceptance criteria.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.feature-depth-critic,control.bq-1113
BQ-1114,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Feature Depth Critic,Recovery,CRITICS.md / FEATURE_COMPILER.md,"Attempt to find shallow feature definitions, missing information/actions/states, dead ends, unclear recovery, weak user-job support, and implementation drift from compiled feature acceptance criteria.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.feature-depth-critic,control.bq-1114
BQ-1115,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Feature Depth Critic,Regression,CRITICS.md / FEATURE_COMPILER.md,"Attempt to find shallow feature definitions, missing information/actions/states, dead ends, unclear recovery, weak user-job support, and implementation drift from compiled feature acceptance criteria.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.feature-depth-critic,control.bq-1115
BQ-1116,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Accessibility Responsive Critic,Contract,CRITICS.md / DESIGN.md / QA_GATES.md,"Attempt to find accessibility, keyboard, focus, contrast, target-size, zoom/reflow, table/mobile transformation, density, and desktop-stacking failures in critical paths.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.accessibility-responsive-critic,control.bq-1116
BQ-1117,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Accessibility Responsive Critic,Procedure,CRITICS.md / DESIGN.md / QA_GATES.md,"Attempt to find accessibility, keyboard, focus, contrast, target-size, zoom/reflow, table/mobile transformation, density, and desktop-stacking failures in critical paths.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.accessibility-responsive-critic,control.bq-1117
BQ-1118,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Accessibility Responsive Critic,Evidence Gate,CRITICS.md / DESIGN.md / QA_GATES.md,"Attempt to find accessibility, keyboard, focus, contrast, target-size, zoom/reflow, table/mobile transformation, density, and desktop-stacking failures in critical paths.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.accessibility-responsive-critic,control.bq-1118
BQ-1119,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Accessibility Responsive Critic,Recovery,CRITICS.md / DESIGN.md / QA_GATES.md,"Attempt to find accessibility, keyboard, focus, contrast, target-size, zoom/reflow, table/mobile transformation, density, and desktop-stacking failures in critical paths.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.accessibility-responsive-critic,control.bq-1119
BQ-1120,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Accessibility Responsive Critic,Regression,CRITICS.md / DESIGN.md / QA_GATES.md,"Attempt to find accessibility, keyboard, focus, contrast, target-size, zoom/reflow, table/mobile transformation, density, and desktop-stacking failures in critical paths.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.accessibility-responsive-critic,control.bq-1120
BQ-1121,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Truth Implementation Critic,Contract,CRITICS.md / SECURITY.md / LEGAL.md / QA_GATES.md,"Attempt to find fabricated claims, unlabeled sample data, fake backend semantics, dead controls, broken paths/assets, runtime errors, and mismatches between promised and implemented behavior.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.truth-implementation-critic,control.bq-1121
BQ-1122,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Truth Implementation Critic,Procedure,CRITICS.md / SECURITY.md / LEGAL.md / QA_GATES.md,"Attempt to find fabricated claims, unlabeled sample data, fake backend semantics, dead controls, broken paths/assets, runtime errors, and mismatches between promised and implemented behavior.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.truth-implementation-critic,control.bq-1122
BQ-1123,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Truth Implementation Critic,Evidence Gate,CRITICS.md / SECURITY.md / LEGAL.md / QA_GATES.md,"Attempt to find fabricated claims, unlabeled sample data, fake backend semantics, dead controls, broken paths/assets, runtime errors, and mismatches between promised and implemented behavior.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.truth-implementation-critic,control.bq-1123
BQ-1124,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Truth Implementation Critic,Recovery,CRITICS.md / SECURITY.md / LEGAL.md / QA_GATES.md,"Attempt to find fabricated claims, unlabeled sample data, fake backend semantics, dead controls, broken paths/assets, runtime errors, and mismatches between promised and implemented behavior.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.truth-implementation-critic,control.bq-1124
BQ-1125,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Truth Implementation Critic,Regression,CRITICS.md / SECURITY.md / LEGAL.md / QA_GATES.md,"Attempt to find fabricated claims, unlabeled sample data, fake backend semantics, dead controls, broken paths/assets, runtime errors, and mismatches between promised and implemented behavior.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.truth-implementation-critic,control.bq-1125
BQ-1126,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Genericity Critic,Contract,CRITICS.md / GENERICITY.md,"Attempt to disprove project specificity from the rendered artifact by identifying common template sequences, universal card grammar, interchangeable sections, and weak domain/task differentiation.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.genericity-critic,control.bq-1126
BQ-1127,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Genericity Critic,Procedure,CRITICS.md / GENERICITY.md,"Attempt to disprove project specificity from the rendered artifact by identifying common template sequences, universal card grammar, interchangeable sections, and weak domain/task differentiation.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.genericity-critic,control.bq-1127
BQ-1128,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Genericity Critic,Evidence Gate,CRITICS.md / GENERICITY.md,"Attempt to disprove project specificity from the rendered artifact by identifying common template sequences, universal card grammar, interchangeable sections, and weak domain/task differentiation.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.genericity-critic,control.bq-1128
BQ-1129,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Genericity Critic,Recovery,CRITICS.md / GENERICITY.md,"Attempt to disprove project specificity from the rendered artifact by identifying common template sequences, universal card grammar, interchangeable sections, and weak domain/task differentiation.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.genericity-critic,control.bq-1129
BQ-1130,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Genericity Critic,Regression,CRITICS.md / GENERICITY.md,"Attempt to disprove project specificity from the rendered artifact by identifying common template sequences, universal card grammar, interchangeable sections, and weak domain/task differentiation.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.genericity-critic,control.bq-1130
BQ-1131,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Repair Plan Prioritization,Contract,CRITICS.md,"Consolidate critic findings into a severity- and dependency-aware repair plan that fixes truth/safety/task correctness before genericity, component craft, and decorative polish.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.repair-plan-prioritization,control.bq-1131
BQ-1132,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Repair Plan Prioritization,Procedure,CRITICS.md,"Consolidate critic findings into a severity- and dependency-aware repair plan that fixes truth/safety/task correctness before genericity, component craft, and decorative polish.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.repair-plan-prioritization,control.bq-1132
BQ-1133,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Repair Plan Prioritization,Evidence Gate,CRITICS.md,"Consolidate critic findings into a severity- and dependency-aware repair plan that fixes truth/safety/task correctness before genericity, component craft, and decorative polish.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.repair-plan-prioritization,control.bq-1133
BQ-1134,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Repair Plan Prioritization,Recovery,CRITICS.md,"Consolidate critic findings into a severity- and dependency-aware repair plan that fixes truth/safety/task correctness before genericity, component craft, and decorative polish.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.repair-plan-prioritization,control.bq-1134
BQ-1135,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Repair Plan Prioritization,Regression,CRITICS.md,"Consolidate critic findings into a severity- and dependency-aware repair plan that fixes truth/safety/task correctness before genericity, component craft, and decorative polish.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.repair-plan-prioritization,control.bq-1135
BQ-1136,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Category Floor Enforcement,Contract,QUALITY_FLOORS.md / contracts/*,"Block production completion when any applicable artifact-specific dimension floor fails even if the aggregate score is high; never average away truth, accessibility, responsiveness, feature-depth, or implementation failures.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.category-floor-enforcement,control.bq-1136
BQ-1137,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Category Floor Enforcement,Procedure,QUALITY_FLOORS.md / contracts/*,"Block production completion when any applicable artifact-specific dimension floor fails even if the aggregate score is high; never average away truth, accessibility, responsiveness, feature-depth, or implementation failures.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.category-floor-enforcement,control.bq-1137
BQ-1138,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Category Floor Enforcement,Evidence Gate,QUALITY_FLOORS.md / contracts/*,"Block production completion when any applicable artifact-specific dimension floor fails even if the aggregate score is high; never average away truth, accessibility, responsiveness, feature-depth, or implementation failures.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.category-floor-enforcement,control.bq-1138
BQ-1139,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Category Floor Enforcement,Recovery,QUALITY_FLOORS.md / contracts/*,"Block production completion when any applicable artifact-specific dimension floor fails even if the aggregate score is high; never average away truth, accessibility, responsiveness, feature-depth, or implementation failures.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.category-floor-enforcement,control.bq-1139
BQ-1140,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Category Floor Enforcement,Regression,QUALITY_FLOORS.md / contracts/*,"Block production completion when any applicable artifact-specific dimension floor fails even if the aggregate score is high; never average away truth, accessibility, responsiveness, feature-depth, or implementation failures.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.category-floor-enforcement,control.bq-1140
BQ-1141,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Blind Benchmark Protocol,Contract,BENCHMARKS.md / benchmarks/* / tools/prepare_benchmark.py,"Evaluate BizIQ efficacy with matched control/BizIQ conditions, randomized opaque artifact IDs, locked blind scoring, multiple independent evidence sources, and unblinding only after scores are fixed.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.blind-benchmark-protocol,control.bq-1141
BQ-1142,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Blind Benchmark Protocol,Procedure,BENCHMARKS.md / benchmarks/* / tools/prepare_benchmark.py,"Evaluate BizIQ efficacy with matched control/BizIQ conditions, randomized opaque artifact IDs, locked blind scoring, multiple independent evidence sources, and unblinding only after scores are fixed.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.blind-benchmark-protocol,control.bq-1142
BQ-1143,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Blind Benchmark Protocol,Evidence Gate,BENCHMARKS.md / benchmarks/* / tools/prepare_benchmark.py,"Evaluate BizIQ efficacy with matched control/BizIQ conditions, randomized opaque artifact IDs, locked blind scoring, multiple independent evidence sources, and unblinding only after scores are fixed.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.blind-benchmark-protocol,control.bq-1143
BQ-1144,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Blind Benchmark Protocol,Recovery,BENCHMARKS.md / benchmarks/* / tools/prepare_benchmark.py,"Evaluate BizIQ efficacy with matched control/BizIQ conditions, randomized opaque artifact IDs, locked blind scoring, multiple independent evidence sources, and unblinding only after scores are fixed.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.blind-benchmark-protocol,control.bq-1144
BQ-1145,P0,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Blind Benchmark Protocol,Regression,BENCHMARKS.md / benchmarks/* / tools/prepare_benchmark.py,"Evaluate BizIQ efficacy with matched control/BizIQ conditions, randomized opaque artifact IDs, locked blind scoring, multiple independent evidence sources, and unblinding only after scores are fixed.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.blind-benchmark-protocol,control.bq-1145
BQ-1146,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Holdout Regression Governance,Contract,BENCHMARKS.md / EVALS.md,"Maintain a private external holdout, rotate it after major improvements, compare category/dimension regressions, and prevent public-benchmark overfitting or single-judge optimization.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.holdout-regression-governance,control.bq-1146
BQ-1147,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Holdout Regression Governance,Procedure,BENCHMARKS.md / EVALS.md,"Maintain a private external holdout, rotate it after major improvements, compare category/dimension regressions, and prevent public-benchmark overfitting or single-judge optimization.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.holdout-regression-governance,control.bq-1147
BQ-1148,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Holdout Regression Governance,Evidence Gate,BENCHMARKS.md / EVALS.md,"Maintain a private external holdout, rotate it after major improvements, compare category/dimension regressions, and prevent public-benchmark overfitting or single-judge optimization.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.holdout-regression-governance,control.bq-1148
BQ-1149,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Holdout Regression Governance,Recovery,BENCHMARKS.md / EVALS.md,"Maintain a private external holdout, rotate it after major improvements, compare category/dimension regressions, and prevent public-benchmark overfitting or single-judge optimization.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.holdout-regression-governance,control.bq-1149
BQ-1150,P1,"28. Adversarial Critique, Repair, Quality Floors & Benchmarking",Holdout Regression Governance,Regression,BENCHMARKS.md / EVALS.md,"Maintain a private external holdout, rotate it after major improvements, compare category/dimension regressions, and prevent public-benchmark overfitting or single-judge optimization.",controls/28-adversarial-critique-repair-quality-floors-and-benchmarking.md,controls.capability.holdout-regression-governance,control.bq-1150
