id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-0013,P0,"01. Initialization, Precedence & Agent Control",Initialization completion state,Evidence Gate,INITIALIZE.md / README.md,Persist which initialization steps actually completed so later turns do not silently assume unresolved state.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.initialization-completion-state,control.bq-0013
BQ-0014,P0,"01. Initialization, Precedence & Agent Control",Initialization completion state,Recovery,INITIALIZE.md / README.md,Persist which initialization steps actually completed so later turns do not silently assume unresolved state.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.initialization-completion-state,control.bq-0014
BQ-0015,P0,"01. Initialization, Precedence & Agent Control",Initialization completion state,Regression,INITIALIZE.md / README.md,Persist which initialization steps actually completed so later turns do not silently assume unresolved state.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.initialization-completion-state,control.bq-0015
BQ-0016,P1,"01. Initialization, Precedence & Agent Control",Lazy-load budget,Contract,README.md / MANIFEST.md,Limit retrieval to the smallest required sections and justify every additional module loaded into context.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.lazy-load-budget,control.bq-0016
BQ-0017,P1,"01. Initialization, Precedence & Agent Control",Lazy-load budget,Procedure,README.md / MANIFEST.md,Limit retrieval to the smallest required sections and justify every additional module loaded into context.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.lazy-load-budget,control.bq-0017
BQ-0018,P1,"01. Initialization, Precedence & Agent Control",Lazy-load budget,Evidence Gate,README.md / MANIFEST.md,Limit retrieval to the smallest required sections and justify every additional module loaded into context.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.lazy-load-budget,control.bq-0018
BQ-0019,P1,"01. Initialization, Precedence & Agent Control",Lazy-load budget,Recovery,README.md / MANIFEST.md,Limit retrieval to the smallest required sections and justify every additional module loaded into context.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.lazy-load-budget,control.bq-0019
BQ-0020,P1,"01. Initialization, Precedence & Agent Control",Lazy-load budget,Regression,README.md / MANIFEST.md,Limit retrieval to the smallest required sections and justify every additional module loaded into context.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.lazy-load-budget,control.bq-0020
BQ-0021,P0,"01. Initialization, Precedence & Agent Control",Conflict detection,Contract,README.md,Detect contradictory pack rules before execution and resolve them using a documented deterministic precedence rule.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.conflict-detection,control.bq-0021
BQ-0022,P0,"01. Initialization, Precedence & Agent Control",Conflict detection,Procedure,README.md,Detect contradictory pack rules before execution and resolve them using a documented deterministic precedence rule.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.conflict-detection,control.bq-0022
BQ-0023,P0,"01. Initialization, Precedence & Agent Control",Conflict detection,Evidence Gate,README.md,Detect contradictory pack rules before execution and resolve them using a documented deterministic precedence rule.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.conflict-detection,control.bq-0023
BQ-0024,P0,"01. Initialization, Precedence & Agent Control",Conflict detection,Recovery,README.md,Detect contradictory pack rules before execution and resolve them using a documented deterministic precedence rule.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.conflict-detection,control.bq-0024
BQ-0025,P0,"01. Initialization, Precedence & Agent Control",Conflict detection,Regression,README.md,Detect contradictory pack rules before execution and resolve them using a documented deterministic precedence rule.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.conflict-detection,control.bq-0025
BQ-0026,P0,"01. Initialization, Precedence & Agent Control",Mode persistence,Contract,README.md,"Persist delivery mode, asset policy, project profile, and quality target across follow-up turns until explicitly changed.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.mode-persistence,control.bq-0026
BQ-0027,P0,"01. Initialization, Precedence & Agent Control",Mode persistence,Procedure,README.md,"Persist delivery mode, asset policy, project profile, and quality target across follow-up turns until explicitly changed.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.mode-persistence,control.bq-0027
BQ-0028,P0,"01. Initialization, Precedence & Agent Control",Mode persistence,Evidence Gate,README.md,"Persist delivery mode, asset policy, project profile, and quality target across follow-up turns until explicitly changed.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.mode-persistence,control.bq-0028
BQ-0029,P0,"01. Initialization, Precedence & Agent Control",Mode persistence,Recovery,README.md,"Persist delivery mode, asset policy, project profile, and quality target across follow-up turns until explicitly changed.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.mode-persistence,control.bq-0029
BQ-0030,P0,"01. Initialization, Precedence & Agent Control",Mode persistence,Regression,README.md,"Persist delivery mode, asset policy, project profile, and quality target across follow-up turns until explicitly changed.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.mode-persistence,control.bq-0030
BQ-0031,P0,"01. Initialization, Precedence & Agent Control",Silent-downgrade prevention,Contract,README.md / QA_GATES.md,"Block implicit changes from production to prototype, sample, mockup, partial output, or representative subset.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.silent-downgrade-prevention,control.bq-0031
BQ-0032,P0,"01. Initialization, Precedence & Agent Control",Silent-downgrade prevention,Procedure,README.md / QA_GATES.md,"Block implicit changes from production to prototype, sample, mockup, partial output, or representative subset.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.silent-downgrade-prevention,control.bq-0032
BQ-0033,P0,"01. Initialization, Precedence & Agent Control",Silent-downgrade prevention,Evidence Gate,README.md / QA_GATES.md,"Block implicit changes from production to prototype, sample, mockup, partial output, or representative subset.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.silent-downgrade-prevention,control.bq-0033
BQ-0034,P0,"01. Initialization, Precedence & Agent Control",Silent-downgrade prevention,Recovery,README.md / QA_GATES.md,"Block implicit changes from production to prototype, sample, mockup, partial output, or representative subset.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.silent-downgrade-prevention,control.bq-0034
BQ-0035,P0,"01. Initialization, Precedence & Agent Control",Silent-downgrade prevention,Regression,README.md / QA_GATES.md,"Block implicit changes from production to prototype, sample, mockup, partial output, or representative subset.",controls/01-initialization-precedence-and-agent-control.md,controls.capability.silent-downgrade-prevention,control.bq-0035
BQ-0036,P1,"01. Initialization, Precedence & Agent Control",Execution-state handoff,Contract,README.md,Maintain a compact internal decision state so long tasks and follow-up turns continue from resolved choices instead of reclassifying randomly.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.execution-state-handoff,control.bq-0036
BQ-0037,P1,"01. Initialization, Precedence & Agent Control",Execution-state handoff,Procedure,README.md,Maintain a compact internal decision state so long tasks and follow-up turns continue from resolved choices instead of reclassifying randomly.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.execution-state-handoff,control.bq-0037
BQ-0038,P1,"01. Initialization, Precedence & Agent Control",Execution-state handoff,Evidence Gate,README.md,Maintain a compact internal decision state so long tasks and follow-up turns continue from resolved choices instead of reclassifying randomly.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.execution-state-handoff,control.bq-0038
BQ-0039,P1,"01. Initialization, Precedence & Agent Control",Execution-state handoff,Recovery,README.md,Maintain a compact internal decision state so long tasks and follow-up turns continue from resolved choices instead of reclassifying randomly.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.execution-state-handoff,control.bq-0039
BQ-0040,P1,"01. Initialization, Precedence & Agent Control",Execution-state handoff,Regression,README.md,Maintain a compact internal decision state so long tasks and follow-up turns continue from resolved choices instead of reclassifying randomly.,controls/01-initialization-precedence-and-agent-control.md,controls.capability.execution-state-handoff,control.bq-0040
BQ-0041,P0,02. Project Intake & Requirement Resolution,Requirement completeness model,Contract,PROJECT_TEMPLATE.md / README.md,"Separate known requirements, inferred requirements, unknown facts, optional preferences, and hard constraints before creation begins.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-completeness-model,control.bq-0041
BQ-0042,P0,02. Project Intake & Requirement Resolution,Requirement completeness model,Procedure,PROJECT_TEMPLATE.md / README.md,"Separate known requirements, inferred requirements, unknown facts, optional preferences, and hard constraints before creation begins.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-completeness-model,control.bq-0042
BQ-0043,P0,02. Project Intake & Requirement Resolution,Requirement completeness model,Evidence Gate,PROJECT_TEMPLATE.md / README.md,"Separate known requirements, inferred requirements, unknown facts, optional preferences, and hard constraints before creation begins.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-completeness-model,control.bq-0043
BQ-0044,P0,02. Project Intake & Requirement Resolution,Requirement completeness model,Recovery,PROJECT_TEMPLATE.md / README.md,"Separate known requirements, inferred requirements, unknown facts, optional preferences, and hard constraints before creation begins.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-completeness-model,control.bq-0044
BQ-0045,P0,02. Project Intake & Requirement Resolution,Requirement completeness model,Regression,PROJECT_TEMPLATE.md / README.md,"Separate known requirements, inferred requirements, unknown facts, optional preferences, and hard constraints before creation begins.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-completeness-model,control.bq-0045
BQ-0046,P0,02. Project Intake & Requirement Resolution,Unknown-fact policy,Contract,PROJECT_TEMPLATE.md / TERMINOLOGY.md,"Prevent invented business facts, credentials, addresses, prices, testimonials, guarantees, or operational claims.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.unknown-fact-policy,control.bq-0046
BQ-0047,P0,02. Project Intake & Requirement Resolution,Unknown-fact policy,Procedure,PROJECT_TEMPLATE.md / TERMINOLOGY.md,"Prevent invented business facts, credentials, addresses, prices, testimonials, guarantees, or operational claims.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.unknown-fact-policy,control.bq-0047
BQ-0048,P0,02. Project Intake & Requirement Resolution,Unknown-fact policy,Evidence Gate,PROJECT_TEMPLATE.md / TERMINOLOGY.md,"Prevent invented business facts, credentials, addresses, prices, testimonials, guarantees, or operational claims.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.unknown-fact-policy,control.bq-0048
BQ-0049,P0,02. Project Intake & Requirement Resolution,Unknown-fact policy,Recovery,PROJECT_TEMPLATE.md / TERMINOLOGY.md,"Prevent invented business facts, credentials, addresses, prices, testimonials, guarantees, or operational claims.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.unknown-fact-policy,control.bq-0049
BQ-0050,P0,02. Project Intake & Requirement Resolution,Unknown-fact policy,Regression,PROJECT_TEMPLATE.md / TERMINOLOGY.md,"Prevent invented business facts, credentials, addresses, prices, testimonials, guarantees, or operational claims.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.unknown-fact-policy,control.bq-0050
BQ-0051,P1,02. Project Intake & Requirement Resolution,Constraint normalization,Contract,PROJECT_TEMPLATE.md,"Normalize free-form user constraints into explicit technical, visual, legal, content, asset, and delivery constraints.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.constraint-normalization,control.bq-0051
BQ-0052,P1,02. Project Intake & Requirement Resolution,Constraint normalization,Procedure,PROJECT_TEMPLATE.md,"Normalize free-form user constraints into explicit technical, visual, legal, content, asset, and delivery constraints.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.constraint-normalization,control.bq-0052
BQ-0053,P1,02. Project Intake & Requirement Resolution,Constraint normalization,Evidence Gate,PROJECT_TEMPLATE.md,"Normalize free-form user constraints into explicit technical, visual, legal, content, asset, and delivery constraints.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.constraint-normalization,control.bq-0053
BQ-0054,P1,02. Project Intake & Requirement Resolution,Constraint normalization,Recovery,PROJECT_TEMPLATE.md,"Normalize free-form user constraints into explicit technical, visual, legal, content, asset, and delivery constraints.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.constraint-normalization,control.bq-0054
BQ-0055,P1,02. Project Intake & Requirement Resolution,Constraint normalization,Regression,PROJECT_TEMPLATE.md,"Normalize free-form user constraints into explicit technical, visual, legal, content, asset, and delivery constraints.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.constraint-normalization,control.bq-0055
BQ-0056,P0,02. Project Intake & Requirement Resolution,Goal hierarchy,Contract,PROJECT_TEMPLATE.md,"Rank primary business goal, primary user goal, secondary goals, and non-goals so design tradeoffs have a stable decision basis.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.goal-hierarchy,control.bq-0056
BQ-0057,P0,02. Project Intake & Requirement Resolution,Goal hierarchy,Procedure,PROJECT_TEMPLATE.md,"Rank primary business goal, primary user goal, secondary goals, and non-goals so design tradeoffs have a stable decision basis.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.goal-hierarchy,control.bq-0057
BQ-0058,P0,02. Project Intake & Requirement Resolution,Goal hierarchy,Evidence Gate,PROJECT_TEMPLATE.md,"Rank primary business goal, primary user goal, secondary goals, and non-goals so design tradeoffs have a stable decision basis.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.goal-hierarchy,control.bq-0058
BQ-0059,P0,02. Project Intake & Requirement Resolution,Goal hierarchy,Recovery,PROJECT_TEMPLATE.md,"Rank primary business goal, primary user goal, secondary goals, and non-goals so design tradeoffs have a stable decision basis.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.goal-hierarchy,control.bq-0059
BQ-0060,P0,02. Project Intake & Requirement Resolution,Goal hierarchy,Regression,PROJECT_TEMPLATE.md,"Rank primary business goal, primary user goal, secondary goals, and non-goals so design tradeoffs have a stable decision basis.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.goal-hierarchy,control.bq-0060
BQ-0061,P0,02. Project Intake & Requirement Resolution,Audience resolution,Contract,PROJECT_TEMPLATE.md / PROFILE_MATRIX.md,"Resolve primary audience, secondary audience, buyer-user differences, sophistication, urgency, and trust needs.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.audience-resolution,control.bq-0061
BQ-0062,P0,02. Project Intake & Requirement Resolution,Audience resolution,Procedure,PROJECT_TEMPLATE.md / PROFILE_MATRIX.md,"Resolve primary audience, secondary audience, buyer-user differences, sophistication, urgency, and trust needs.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.audience-resolution,control.bq-0062
BQ-0063,P0,02. Project Intake & Requirement Resolution,Audience resolution,Evidence Gate,PROJECT_TEMPLATE.md / PROFILE_MATRIX.md,"Resolve primary audience, secondary audience, buyer-user differences, sophistication, urgency, and trust needs.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.audience-resolution,control.bq-0063
BQ-0064,P0,02. Project Intake & Requirement Resolution,Audience resolution,Recovery,PROJECT_TEMPLATE.md / PROFILE_MATRIX.md,"Resolve primary audience, secondary audience, buyer-user differences, sophistication, urgency, and trust needs.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.audience-resolution,control.bq-0064
BQ-0065,P0,02. Project Intake & Requirement Resolution,Audience resolution,Regression,PROJECT_TEMPLATE.md / PROFILE_MATRIX.md,"Resolve primary audience, secondary audience, buyer-user differences, sophistication, urgency, and trust needs.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.audience-resolution,control.bq-0065
BQ-0066,P0,02. Project Intake & Requirement Resolution,Scope boundary,Contract,PROJECT_TEMPLATE.md / README.md,"Define what must be complete, what is explicitly excluded, and what cannot be fabricated or simulated.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.scope-boundary,control.bq-0066
BQ-0067,P0,02. Project Intake & Requirement Resolution,Scope boundary,Procedure,PROJECT_TEMPLATE.md / README.md,"Define what must be complete, what is explicitly excluded, and what cannot be fabricated or simulated.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.scope-boundary,control.bq-0067
BQ-0068,P0,02. Project Intake & Requirement Resolution,Scope boundary,Evidence Gate,PROJECT_TEMPLATE.md / README.md,"Define what must be complete, what is explicitly excluded, and what cannot be fabricated or simulated.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.scope-boundary,control.bq-0068
BQ-0069,P0,02. Project Intake & Requirement Resolution,Scope boundary,Recovery,PROJECT_TEMPLATE.md / README.md,"Define what must be complete, what is explicitly excluded, and what cannot be fabricated or simulated.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.scope-boundary,control.bq-0069
BQ-0070,P0,02. Project Intake & Requirement Resolution,Scope boundary,Regression,PROJECT_TEMPLATE.md / README.md,"Define what must be complete, what is explicitly excluded, and what cannot be fabricated or simulated.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.scope-boundary,control.bq-0070
BQ-0071,P1,02. Project Intake & Requirement Resolution,Assumption register,Contract,PROJECT_TEMPLATE.md,Record material assumptions with confidence and impact so hidden guesses cannot masquerade as requirements.,controls/02-project-intake-and-requirement-resolution.md,controls.capability.assumption-register,control.bq-0071
BQ-0072,P1,02. Project Intake & Requirement Resolution,Assumption register,Procedure,PROJECT_TEMPLATE.md,Record material assumptions with confidence and impact so hidden guesses cannot masquerade as requirements.,controls/02-project-intake-and-requirement-resolution.md,controls.capability.assumption-register,control.bq-0072
BQ-0073,P1,02. Project Intake & Requirement Resolution,Assumption register,Evidence Gate,PROJECT_TEMPLATE.md,Record material assumptions with confidence and impact so hidden guesses cannot masquerade as requirements.,controls/02-project-intake-and-requirement-resolution.md,controls.capability.assumption-register,control.bq-0073
BQ-0074,P1,02. Project Intake & Requirement Resolution,Assumption register,Recovery,PROJECT_TEMPLATE.md,Record material assumptions with confidence and impact so hidden guesses cannot masquerade as requirements.,controls/02-project-intake-and-requirement-resolution.md,controls.capability.assumption-register,control.bq-0074
BQ-0075,P1,02. Project Intake & Requirement Resolution,Assumption register,Regression,PROJECT_TEMPLATE.md,Record material assumptions with confidence and impact so hidden guesses cannot masquerade as requirements.,controls/02-project-intake-and-requirement-resolution.md,controls.capability.assumption-register,control.bq-0075
BQ-0076,P1,02. Project Intake & Requirement Resolution,Requirement-change propagation,Contract,README.md,"When a user changes one requirement, recompute only dependent decisions and preserve unrelated resolved state.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-change-propagation,control.bq-0076
BQ-0077,P1,02. Project Intake & Requirement Resolution,Requirement-change propagation,Procedure,README.md,"When a user changes one requirement, recompute only dependent decisions and preserve unrelated resolved state.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-change-propagation,control.bq-0077
BQ-0078,P1,02. Project Intake & Requirement Resolution,Requirement-change propagation,Evidence Gate,README.md,"When a user changes one requirement, recompute only dependent decisions and preserve unrelated resolved state.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-change-propagation,control.bq-0078
BQ-0079,P1,02. Project Intake & Requirement Resolution,Requirement-change propagation,Recovery,README.md,"When a user changes one requirement, recompute only dependent decisions and preserve unrelated resolved state.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-change-propagation,control.bq-0079
BQ-0080,P1,02. Project Intake & Requirement Resolution,Requirement-change propagation,Regression,README.md,"When a user changes one requirement, recompute only dependent decisions and preserve unrelated resolved state.",controls/02-project-intake-and-requirement-resolution.md,controls.capability.requirement-change-propagation,control.bq-0080
BQ-0081,P0,03. Industry Taxonomy & Business-Model Classification,Canonical-industry confidence,Contract,INDUSTRIES.md / README.md,"Score candidate industries by actual business model, customer, revenue motion, operating context, and offering rather than keyword match alone.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.canonical-industry-confidence,control.bq-0081
BQ-0082,P0,03. Industry Taxonomy & Business-Model Classification,Canonical-industry confidence,Procedure,INDUSTRIES.md / README.md,"Score candidate industries by actual business model, customer, revenue motion, operating context, and offering rather than keyword match alone.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.canonical-industry-confidence,control.bq-0082
BQ-0083,P0,03. Industry Taxonomy & Business-Model Classification,Canonical-industry confidence,Evidence Gate,INDUSTRIES.md / README.md,"Score candidate industries by actual business model, customer, revenue motion, operating context, and offering rather than keyword match alone.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.canonical-industry-confidence,control.bq-0083
BQ-0084,P0,03. Industry Taxonomy & Business-Model Classification,Canonical-industry confidence,Recovery,INDUSTRIES.md / README.md,"Score candidate industries by actual business model, customer, revenue motion, operating context, and offering rather than keyword match alone.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.canonical-industry-confidence,control.bq-0084
BQ-0085,P0,03. Industry Taxonomy & Business-Model Classification,Canonical-industry confidence,Regression,INDUSTRIES.md / README.md,"Score candidate industries by actual business model, customer, revenue motion, operating context, and offering rather than keyword match alone.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.canonical-industry-confidence,control.bq-0085
BQ-0086,P0,03. Industry Taxonomy & Business-Model Classification,Duplicate-subindustry disambiguation,Contract,INDUSTRIES.md / PROFILE_MATRIX.md,Resolve duplicate subindustry labels using business model and audience evidence before selecting a parent industry.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.duplicate-subindustry-disambiguation,control.bq-0086
BQ-0087,P0,03. Industry Taxonomy & Business-Model Classification,Duplicate-subindustry disambiguation,Procedure,INDUSTRIES.md / PROFILE_MATRIX.md,Resolve duplicate subindustry labels using business model and audience evidence before selecting a parent industry.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.duplicate-subindustry-disambiguation,control.bq-0087
BQ-0088,P0,03. Industry Taxonomy & Business-Model Classification,Duplicate-subindustry disambiguation,Evidence Gate,INDUSTRIES.md / PROFILE_MATRIX.md,Resolve duplicate subindustry labels using business model and audience evidence before selecting a parent industry.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.duplicate-subindustry-disambiguation,control.bq-0088
BQ-0089,P0,03. Industry Taxonomy & Business-Model Classification,Duplicate-subindustry disambiguation,Recovery,INDUSTRIES.md / PROFILE_MATRIX.md,Resolve duplicate subindustry labels using business model and audience evidence before selecting a parent industry.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.duplicate-subindustry-disambiguation,control.bq-0089
BQ-0090,P0,03. Industry Taxonomy & Business-Model Classification,Duplicate-subindustry disambiguation,Regression,INDUSTRIES.md / PROFILE_MATRIX.md,Resolve duplicate subindustry labels using business model and audience evidence before selecting a parent industry.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.duplicate-subindustry-disambiguation,control.bq-0090
BQ-0091,P1,03. Industry Taxonomy & Business-Model Classification,Multi-industry businesses,Contract,INDUSTRIES.md / PROFILE_MATRIX.md,Support businesses that legitimately span multiple industries without collapsing them into one arbitrary parent.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.multi-industry-businesses,control.bq-0091
BQ-0092,P1,03. Industry Taxonomy & Business-Model Classification,Multi-industry businesses,Procedure,INDUSTRIES.md / PROFILE_MATRIX.md,Support businesses that legitimately span multiple industries without collapsing them into one arbitrary parent.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.multi-industry-businesses,control.bq-0092
BQ-0093,P1,03. Industry Taxonomy & Business-Model Classification,Multi-industry businesses,Evidence Gate,INDUSTRIES.md / PROFILE_MATRIX.md,Support businesses that legitimately span multiple industries without collapsing them into one arbitrary parent.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.multi-industry-businesses,control.bq-0093
BQ-0094,P1,03. Industry Taxonomy & Business-Model Classification,Multi-industry businesses,Recovery,INDUSTRIES.md / PROFILE_MATRIX.md,Support businesses that legitimately span multiple industries without collapsing them into one arbitrary parent.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.multi-industry-businesses,control.bq-0094
BQ-0095,P1,03. Industry Taxonomy & Business-Model Classification,Multi-industry businesses,Regression,INDUSTRIES.md / PROFILE_MATRIX.md,Support businesses that legitimately span multiple industries without collapsing them into one arbitrary parent.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.multi-industry-businesses,control.bq-0095
BQ-0096,P0,03. Industry Taxonomy & Business-Model Classification,Local-service detection,Contract,PROFILE_MATRIX.md,Detect local service businesses explicitly so customer-facing UX does not inherit inappropriate industrial or enterprise presentation patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.local-service-detection,control.bq-0096
BQ-0097,P0,03. Industry Taxonomy & Business-Model Classification,Local-service detection,Procedure,PROFILE_MATRIX.md,Detect local service businesses explicitly so customer-facing UX does not inherit inappropriate industrial or enterprise presentation patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.local-service-detection,control.bq-0097
BQ-0098,P0,03. Industry Taxonomy & Business-Model Classification,Local-service detection,Evidence Gate,PROFILE_MATRIX.md,Detect local service businesses explicitly so customer-facing UX does not inherit inappropriate industrial or enterprise presentation patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.local-service-detection,control.bq-0098
